Fragment, Score
*CC(*)COc1ccc(*)cc1, 0.0010526368584011445
*C(O)CN(*)*, 0.0010526368584011445
*CC(O)CN(C)C, 0.0010526368584011445
*CCOc1cc2nccc(O*)c2cc1*, 0.0010178335168595962
*CCOc1cc2nccc(*)c2cc1*, 0.0010178335168595962
*Oc1ccc(*)cc1F, 0.0010178335168595962
*Oc1ccc(*)cc1*, 0.0010178335168595962
*Oc1cc2nccc(Oc3ccc(*)cc3*)c2cc1*, 0.0010178335168595962
*c1ccc(Oc2ccnc3cc(*)c(*)cc23)c(*)c1, 0.0010178335168595962
*Oc1cc2c(Oc3ccc(*)cc3*)ccnc2cc1*, 0.0010178335168595962
*Nc1ccc(*)c(F)c1, 0.0010178335168595962
*OCCCN1CCOCC1, 0.0010178335168595962
*c1ccc(NC(=O)C2(*)CC2)cc1*, 0.0010178335168595962
*Oc1cc2nccc(O*)c2cc1*, 0.0010178335168595962
*CCOc1cc2nccc(O*)c2cc1O*, 0.0010178335168595962
*COc1cc2nccc(O*)c2cc1*, 0.0010178335168595962
*c1ccc(NC(=O)C2(*)CC2)cc1F, 0.0010178335168595962
*Oc1ccnc2cc(*)c(*)cc12, 0.0010178335168595962
*c1ccc(Oc2ccnc3cc(*)c(*)cc23)c(F)c1, 0.0010178335168595962
*c1cc2nccc(*)c2cc1OC, 0.0010178335168595962
*C(=O)C1(C(=O)Nc2ccc(*)cc2)CC1, 0.0010178335168595962
*CCOc1cc2nccc(*)c2cc1O*, 0.0010178335168595962
*CCCN1CCOCC1, 0.0010178335168595962
*COc1cc2nccc(Oc3ccc(*)cc3*)c2cc1*, 0.0010178335168595962
*Oc1cc2c(*)ccnc2cc1*, 0.0010178335168595962
*NC(=O)C1(C(=O)Nc2ccc(O*)c(*)c2)CC1, 0.0010178335168595962
*c1ccc(Oc2ccnc3cc(*)c(OC)cc23)c(*)c1, 0.0010178335168595962
*Oc1ccc(NC(*)=O)cc1F, 0.0010178335168595962
*CCCOc1cc2nccc(O*)c2cc1OC, 0.0010178335168595962
*Nc1ccc(O*)c(*)c1, 0.0010178335168595962
*Oc1ccc(NC(*)=O)cc1*, 0.0010178335168595962
*Oc1cc2nccc(O*)c2cc1O*, 0.0010178335168595962
*C(=O)C1(C(=O)Nc2ccc(*)c(*)c2)CC1, 0.0010178335168595962
*COc1cc2nccc(O*)c2cc1O*, 0.0010178335168595962
*Nc1ccc(Oc2ccnc3cc(O*)c(*)cc23)c(*)c1, 0.0010178335168595962
*NC(=O)C1(C(=O)N*)CC1, 0.0010178335168595962
*C(=O)Nc1ccc(F)cc1, 0.0010178335168595962
*Oc1cc2nccc(O*)c2cc1OC, 0.0010178335168595962
*c1cc2nccc(*)c2cc1*, 0.0010178335168595962
*CCCOc1cc2nccc(O*)c2cc1*, 0.0010178335168595962
*Oc1cc2nccc(*)c2cc1OC, 0.0010178335168595962
*NC(=O)C1(C(=O)Nc2ccc(O*)c(F)c2)CC1, 0.0010178335168595962
*Oc1cc2nccc(*)c2cc1O*, 0.0010178335168595962
